cellID/mutID	mut0	mut1	mut2	mut3	mut4	mut5	mut6
cell172	0	1	0	1	0	1	1
cell173	0	0	0	0	0	1	1
cell174	0	0	1	1	0	1	1
cell175	0	0	1	1	0	1	1
cell176	0	1	0	1	0	1	1
cell177	0	0	1	1	0	1	1
cell178	0	0	0	0	0	0	1
cell179	0	1	0	1	0	0	1
cell180	0	1	0	1	0	1	1
cell181	0	0	0	1	0	1	1
cell182	0	1	0	1	0	1	1
cell183	0	1	0	1	0	0	1
cell184	0	1	0	1	0	1	1
cell185	0	0	1	1	0	1	1
cell186	0	0	1	1	0	1	1
cell187	0	1	0	1	0	1	1
cell188	0	1	0	1	0	1	1
cell189	0	1	0	1	0	1	1
cell190	0	0	0	1	0	1	1
cell191	0	0	0	0	0	1	1
cell192	0	0	1	1	0	1	1
cell193	0	0	0	1	0	1	1
cell194	0	0	1	1	0	1	1
cell195	0	1	0	1	0	0	1
cell196	0	0	0	1	0	1	1
cell197	1	0	1	1	0	1	0
cell198	0	0	0	0	0	1	1
cell199	0	1	0	1	0	1	1
cell200	0	0	0	0	0	1	1
cell201	0	0	0	0	0	1	1
cell202	0	0	0	0	0	1	1
cell203	0	1	0	1	0	0	1
cell204	0	1	0	1	0	1	1
cell205	0	0	0	0	0	1	1
cell206	0	1	0	1	0	0	1
cell207	0	0	0	1	0	1	1
cell208	0	0	0	1	0	1	1
cell209	0	1	0	1	0	1	1
cell210	0	0	1	1	0	1	1
cell211	1	0	1	1	0	1	0
cell212	0	0	0	0	0	0	1
cell213	0	0	0	0	0	1	1
cell214	1	0	1	1	0	1	0
cell215	0	1	0	1	0	1	1
cell216	0	0	0	0	0	0	1
cell217	0	0	0	0	0	1	1
cell218	0	1	0	1	0	0	1
cell219	0	1	0	1	0	0	1
cell220	0	0	0	0	0	0	1
cell221	0	1	0	1	0	0	1
cell222	0	0	0	0	0	1	1
cell223	0	0	0	0	0	1	1
cell224	0	1	0	1	0	1	1
cell225	0	1	0	1	0	1	1
cell226	0	0	0	0	0	0	1
cell227	0	0	0	0	0	1	1
cell228	0	0	0	0	0	1	1
cell229	0	0	1	1	0	1	1
cell230	0	0	1	1	0	1	1
cell231	0	1	0	1	0	1	1
cell232	0	0	0	1	0	1	1
cell233	0	1	0	1	0	1	1
cell234	0	1	0	1	0	1	1
cell235	0	0	0	0	0	0	1
cell236	0	0	0	0	0	0	1
cell237	0	0	0	0	0	1	1
cell238	1	0	1	1	0	1	0
cell239	0	1	0	1	0	1	1
cell240	0	1	0	1	0	0	1
cell241	0	0	0	1	0	1	1
cell242	0	1	0	1	0	0	1
cell243	0	0	0	0	0	0	1
cell244	0	1	0	1	0	0	1
cell245	0	0	0	0	0	1	1
cell246	0	1	0	1	0	1	1
cell247	0	0	0	0	0	1	1
cell248	0	1	0	1	0	0	1
cell249	0	0	0	0	0	0	1
cell250	0	1	0	1	0	1	1
cell251	0	0	0	1	0	1	1
cell252	1	0	1	1	0	1	0
cell253	0	0	0	1	0	1	1
cell254	1	0	1	1	0	1	0
cell255	0	0	1	1	0	1	1
cell256	0	0	0	1	0	1	1
cell257	0	0	0	0	0	0	1
cell258	0	1	0	1	0	1	1
cell259	0	1	0	1	0	0	1
cell260	0	0	0	1	0	1	1
cell261	0	0	0	1	0	1	1
cell262	0	0	0	0	0	1	1
cell263	0	0	0	1	0	1	1
cell264	1	0	1	1	0	1	0
cell265	1	0	1	1	0	1	0
cell266	0	1	0	1	0	1	1
cell267	0	0	1	1	0	1	1
cell268	0	1	0	1	0	0	1
cell269	0	0	1	1	0	1	1
cell270	0	0	1	1	0	1	1
cell271	0	0	1	1	0	1	1
cell272	0	0	0	0	0	0	1
cell273	0	0	0	0	0	0	1
cell274	0	0	1	1	0	1	1
cell275	0	0	0	0	0	0	1
cell276	0	1	0	1	0	1	1
cell277	0	1	0	1	0	1	1
cell278	0	1	0	1	0	1	1
cell279	0	0	1	1	0	1	1
cell280	0	0	0	0	0	0	1
cell281	0	0	0	0	0	0	1
cell282	0	0	1	1	0	1	1
cell283	1	0	1	1	0	1	0
cell284	0	0	0	0	0	1	1
cell285	0	1	0	1	0	0	1
cell286	0	1	0	1	0	0	1
cell287	0	1	0	1	0	1	1
cell288	0	0	0	1	0	1	1
cell289	0	0	1	1	0	1	1
cell290	1	0	1	1	0	1	0
cell291	1	0	1	1	0	1	0
cell292	0	0	0	0	0	1	1
cell293	0	0	0	0	0	1	1
cell294	0	0	1	1	0	1	1
cell295	1	0	1	1	0	1	0
cell296	0	1	0	1	0	1	1
cell297	0	0	0	0	0	1	1
cell298	0	1	0	1	0	0	1
cell299	0	0	0	0	0	0	1
cell300	0	0	0	0	0	0	1
cell301	0	0	0	0	0	1	1
cell302	0	0	0	1	0	1	1
cell303	1	0	1	1	0	1	0
cell304	1	0	1	1	0	1	0
cell305	0	0	1	1	0	1	1
cell306	0	1	0	1	0	1	1
cell307	0	1	0	1	0	0	1
cell308	1	0	1	1	0	1	0
cell309	0	0	1	1	0	1	1
cell310	0	0	0	0	0	1	1
cell311	0	0	1	1	0	1	1
cell312	0	1	0	1	0	0	1
cell313	0	0	1	1	0	1	1
cell314	0	0	0	0	0	1	1
cell315	1	0	1	1	0	1	0
cell316	0	1	0	1	0	0	1
cell317	0	0	0	1	0	1	1
cell318	0	0	1	1	0	1	1
cell319	0	0	1	1	0	1	1
cell320	0	1	0	1	0	0	1
cell321	1	0	1	1	0	1	0
cell322	0	1	0	1	0	0	1
cell323	0	1	0	1	0	1	1
cell324	0	1	0	1	0	1	1
cell325	0	1	0	1	0	0	1
cell326	0	0	0	1	0	1	1
cell327	1	0	1	1	0	1	0
cell328	1	0	1	1	0	1	0
cell329	1	0	1	1	0	1	0
cell330	0	0	0	0	0	1	1
cell331	0	0	0	0	0	0	1
cell332	0	0	1	1	0	1	1
cell333	0	0	0	1	0	1	1
cell334	0	0	0	0	0	1	1
cell335	0	0	0	0	0	0	1
cell336	0	0	0	1	0	1	1
cell337	0	0	0	1	0	1	1
cell338	0	0	0	0	0	0	1
cell339	0	1	0	1	0	1	1
cell340	0	0	0	0	0	0	1
cell341	0	0	0	0	0	1	1
cell342	0	1	0	1	0	0	1
cell343	0	1	0	1	0	0	1
cell344	0	1	0	1	0	1	1
cell345	0	0	0	0	0	0	1
cell346	0	0	0	0	0	1	1
cell347	1	0	1	1	0	1	0
cell348	0	0	1	1	0	1	1
cell349	0	1	0	1	0	0	1
cell350	1	0	1	1	0	1	0
cell351	0	0	1	1	0	1	1
cell352	0	0	1	1	0	1	1
cell353	0	0	0	0	0	0	1
cell354	0	0	0	0	0	0	1
cell355	1	0	1	1	0	1	0
cell356	0	1	0	1	0	1	1
cell357	0	0	1	1	0	1	1
cell358	0	1	0	1	0	0	1
cell359	0	0	0	0	0	0	1
cell360	0	0	0	1	0	1	1
cell361	1	0	1	1	0	1	0
cell362	0	1	0	1	0	1	1
cell363	0	0	0	0	0	0	1
cell364	0	0	0	1	0	1	1
cell365	0	0	0	1	0	1	1
cell366	1	0	1	1	0	1	0
cell367	0	0	0	0	0	1	1
cell368	0	0	0	0	0	1	1
cell369	0	0	1	1	0	1	1
cell370	0	0	0	0	0	0	1
cell371	1	0	1	1	0	1	0
cell372	0	0	0	0	0	0	1
cell373	0	0	0	1	0	1	1
cell374	1	0	1	1	0	1	0
cell375	0	1	0	1	0	0	1
cell376	0	0	0	1	0	1	1
cell377	0	1	0	1	0	1	1
cell378	0	1	0	1	0	1	1
cell379	1	0	1	1	0	1	0
cell380	0	1	0	1	0	0	1
cell381	0	0	0	0	0	1	1
cell382	0	0	0	1	0	1	1
cell383	0	0	0	1	0	1	1
cell384	0	0	1	1	0	1	1
cell385	0	1	0	1	0	0	1
cell386	0	0	0	1	0	1	1
cell387	0	0	0	0	0	1	1
cell388	0	1	0	1	0	1	1
cell389	0	1	0	1	0	1	1
cell390	0	1	0	1	0	0	1
cell391	0	1	0	1	0	1	1
cell392	0	0	0	0	0	1	1
cell393	0	0	1	1	0	1	1
cell394	0	0	0	1	0	1	1
cell395	0	1	0	1	0	1	1
cell396	0	0	0	1	0	1	1
cell397	0	1	0	1	0	1	1
cell398	0	0	1	1	0	1	1
cell399	0	0	0	0	0	1	1
cell400	0	0	0	0	0	1	1
cell401	0	0	0	0	0	0	1
cell402	0	0	0	0	0	0	1
cell403	0	0	0	1	0	1	1
cell404	0	0	0	0	0	1	1
cell405	0	0	1	1	0	1	1
cell406	0	1	0	1	0	1	1
cell407	0	0	0	0	0	0	1
cell408	0	0	1	1	0	1	1
cell409	1	0	1	1	0	1	0
cell410	0	0	0	0	0	1	1
cell411	0	0	0	1	0	1	1
cell412	0	0	1	1	0	1	1
cell413	0	0	1	1	0	1	1
cell414	0	0	0	0	0	1	1
cell415	0	1	0	1	0	0	1
cell416	0	1	0	1	0	1	1
cell417	1	0	1	1	0	1	0
cell418	0	0	0	0	0	1	1
cell419	0	0	0	0	0	0	1
cell420	0	0	0	0	0	0	1
cell421	0	1	0	1	0	0	1
cell422	0	0	0	0	0	1	1
cell423	0	0	0	1	0	1	1
cell424	0	1	0	1	0	1	1
cell425	0	0	0	0	0	0	1
cell426	0	0	0	1	0	1	1
cell427	0	1	0	1	0	0	1
cell428	0	1	0	1	0	0	1
cell429	0	0	0	0	0	0	1
cell430	0	1	0	1	0	0	1
cell431	0	0	0	1	0	1	1
cell432	1	0	1	1	0	1	0
cell433	0	0	0	0	0	0	1
cell434	1	0	1	1	0	1	0
cell435	1	0	1	1	0	1	0
cell436	0	0	1	1	0	1	1
cell437	0	1	0	1	0	1	1
cell438	0	1	0	1	0	1	1
cell439	0	0	0	0	0	1	1
cell440	0	1	0	1	0	1	1
cell441	0	0	0	0	0	0	1
cell442	0	0	1	1	0	1	1
cell443	0	0	0	0	0	0	1
cell444	0	0	1	1	0	1	1
cell445	0	1	0	1	0	1	1
cell446	0	0	0	1	0	1	1
cell447	0	1	0	1	0	1	1
cell448	0	1	0	1	0	1	1
cell449	0	0	0	0	0	0	1
cell450	0	0	0	1	0	1	1
cell451	0	0	1	1	0	1	1
cell452	1	0	1	1	0	1	0
cell453	0	1	0	1	0	0	1
cell454	0	0	0	0	0	1	1
cell455	0	0	1	1	0	1	1
cell456	0	0	1	1	0	1	1
cell457	1	0	1	1	0	1	0
cell458	0	1	0	1	0	1	1
cell459	0	0	0	0	0	1	1
cell460	1	0	1	1	0	1	0
cell461	0	0	1	1	0	1	1
cell462	1	0	1	1	0	1	0
cell463	0	0	0	0	0	1	1
cell464	0	0	0	1	0	1	1
cell465	0	1	0	1	0	1	1
cell466	0	0	0	0	0	1	1
cell467	0	1	0	1	0	0	1
cell468	0	0	1	1	0	1	1
cell469	1	0	1	1	0	1	0
cell470	0	0	0	0	0	1	1
cell471	1	0	1	1	0	1	0
cell472	0	0	1	1	0	1	1
cell473	0	0	1	1	0	1	1
cell474	0	1	0	1	0	1	1
cell475	0	0	1	1	0	1	1
cell476	1	0	1	1	0	1	0
cell477	0	0	0	1	0	1	1
cell478	0	0	0	0	0	1	1
cell479	0	0	0	0	0	1	1
cell480	0	1	0	1	0	1	1
cell481	0	1	0	1	0	0	1
cell482	0	0	1	1	0	1	1
cell483	0	0	0	1	0	1	1
cell484	0	0	0	1	0	1	1
cell485	1	0	1	1	0	1	0
cell486	0	0	0	0	0	1	1
cell487	0	0	0	1	0	1	1
cell488	1	0	1	1	0	1	0
cell489	0	0	0	1	0	1	1
cell490	0	1	0	1	0	0	1
cell491	0	1	0	1	0	1	1
cell492	0	0	0	0	0	1	1
cell493	0	0	0	0	0	1	1
cell494	0	0	0	0	0	0	1
cell495	0	0	0	0	0	1	1
cell496	0	1	0	1	0	1	1
cell497	0	0	0	0	0	0	1
cell498	0	1	0	1	0	1	1
cell499	0	1	0	1	0	0	1
cell500	0	0	1	1	0	1	1
cell501	0	1	0	1	0	1	1
cell502	0	0	0	1	0	1	1
cell503	0	0	0	0	0	1	1
cell504	1	0	1	1	0	1	0
cell505	0	1	0	1	0	0	1
cell506	0	0	0	0	0	0	1
cell507	0	1	0	1	0	0	1
cell508	0	0	0	0	0	1	1
cell509	0	1	0	1	0	0	1
cell510	0	0	0	0	0	0	1
cell511	0	0	1	1	0	1	1
cell512	0	1	0	1	0	0	1
cell513	0	0	0	1	0	1	1
cell514	0	0	0	0	0	1	1
cell515	1	0	1	1	0	1	0
cell516	0	0	0	0	0	1	1
cell517	0	0	0	1	0	1	1
cell518	0	0	0	0	0	0	1
cell519	0	1	0	1	0	0	1
cell520	0	0	0	1	0	1	1
cell521	0	1	0	1	0	1	1
cell522	0	0	0	0	0	0	1
cell523	1	0	1	1	0	1	0
cell524	0	0	1	1	0	1	1
cell525	0	1	0	1	0	1	1
cell526	0	1	0	1	0	1	1
cell527	0	0	0	0	0	1	1
cell528	0	1	0	1	0	1	1
cell529	0	0	1	1	0	1	1
cell530	0	1	0	1	0	0	1
cell531	0	1	0	1	0	0	1
cell532	0	0	0	1	0	1	1
cell533	0	0	0	1	0	1	1
cell534	0	1	0	1	0	0	1
cell535	0	1	0	1	0	0	1
cell536	1	0	1	1	0	1	0
cell537	0	1	0	1	0	1	1
cell538	1	0	1	1	0	1	0
cell539	0	0	0	1	0	1	1
cell540	0	1	0	1	0	1	1
cell541	0	1	0	1	0	0	1
cell542	0	1	0	1	0	1	1
cell543	0	0	1	1	0	1	1
cell544	0	1	0	1	0	1	1
cell545	0	0	1	1	0	1	1
cell546	0	0	0	1	0	1	1
cell547	0	0	0	0	0	0	1
cell548	0	0	0	0	0	1	1
cell549	1	0	1	1	0	1	0
cell550	0	1	0	1	0	1	1
cell551	0	1	0	1	0	0	1
cell552	0	0	0	1	0	1	1
cell553	0	0	0	1	0	1	1
cell554	0	0	0	1	0	1	1
cell555	0	0	1	1	0	1	1
cell556	0	0	0	0	0	1	1
cell557	0	1	0	1	0	1	1
cell558	0	0	1	1	0	1	1
cell559	0	0	1	1	0	1	1
cell560	0	1	0	1	0	1	1
cell561	0	1	0	1	0	1	1
cell562	0	0	0	0	0	0	1
cell563	0	0	1	1	0	1	1
cell564	0	0	0	1	0	1	1
cell565	0	1	0	1	0	1	1
cell566	0	0	0	0	0	0	1
cell567	1	0	1	1	0	1	0
cell568	1	0	1	1	0	1	0
cell569	0	0	0	0	0	0	1
cell570	0	0	1	1	0	1	1
cell571	0	0	0	0	0	1	1
cell572	0	0	1	1	0	1	1
cell573	0	0	0	0	0	0	1
cell574	1	0	1	1	0	1	0
cell575	0	0	0	1	0	1	1
cell576	0	0	1	1	0	1	1
cell577	0	0	0	0	0	0	1
cell578	0	0	0	1	0	1	1
cell579	0	0	0	0	0	0	1
cell580	0	0	0	0	0	1	1
cell581	0	0	0	0	0	0	1
cell582	0	0	0	0	0	0	1
cell583	0	0	0	0	0	1	1
cell584	0	1	0	1	0	0	1
cell585	1	0	1	1	0	1	0
cell586	0	0	0	0	0	0	1
cell587	0	0	1	1	0	1	1
cell588	1	0	1	1	0	1	0
cell589	0	0	0	0	0	0	1
cell590	0	0	0	1	0	1	1
cell591	0	1	0	1	0	1	1
cell592	1	0	1	1	0	1	0
cell593	0	1	0	1	0	1	1
cell594	0	0	0	0	0	1	1
cell595	0	0	0	0	0	1	1
cell596	1	0	1	1	0	1	0
cell597	0	0	0	0	0	1	1
cell598	1	0	1	1	0	1	0
cell599	0	1	0	1	0	1	1
cell600	0	0	0	1	0	1	1
cell601	0	0	0	0	0	1	1
cell602	0	1	0	1	0	1	1
cell603	0	1	0	1	0	0	1
cell604	0	0	0	1	0	1	1
cell605	0	0	0	1	0	1	1
cell606	0	1	0	1	0	0	1
cell607	0	0	1	1	0	1	1
cell608	0	0	0	0	0	0	1
cell609	0	1	0	1	0	1	1
cell610	1	0	1	1	0	1	0
cell611	0	1	0	1	0	0	1
cell612	0	1	0	1	0	0	1
cell613	1	0	1	1	0	1	0
cell614	0	0	0	1	0	1	1
cell615	0	0	1	1	0	1	1
cell616	1	0	1	1	0	1	0
cell617	0	1	0	1	0	1	1
cell618	0	1	0	1	0	1	1
cell619	1	0	1	1	0	1	0
cell620	0	0	0	0	0	1	1
cell621	0	0	1	1	0	1	1
cell622	0	0	0	0	0	0	1
cell623	0	1	0	1	0	1	1
cell624	0	1	0	1	0	0	1
cell625	0	1	0	1	0	1	1
cell626	0	0	0	0	0	1	1
cell627	0	0	1	1	0	1	1
cell628	0	0	0	0	0	0	1
cell629	0	0	0	0	0	1	1
cell630	0	1	0	1	0	1	1
cell631	0	0	0	0	0	1	1
cell632	0	1	0	1	0	1	1
cell633	0	1	0	1	0	0	1
cell634	0	1	0	1	0	1	1
cell635	0	0	0	1	0	1	1
cell636	0	0	0	1	0	1	1
cell637	0	0	1	1	0	1	1
cell638	0	1	0	1	0	1	1
cell639	0	1	0	1	0	0	1
cell640	0	0	0	1	0	1	1
cell641	0	0	0	0	0	1	1
cell642	0	0	0	0	0	0	1
cell643	0	0	0	0	0	1	1
cell644	0	0	1	1	0	1	1
cell645	0	0	0	1	0	1	1
cell646	0	0	1	1	0	1	1
cell647	0	0	0	1	0	1	1
cell648	0	0	0	1	0	1	1
cell649	1	0	1	1	0	1	0
cell650	0	0	0	0	0	1	1
cell651	0	1	0	1	0	1	1
cell652	0	1	0	1	0	0	1
cell653	0	0	0	0	0	0	1
cell654	0	1	0	1	0	0	1
cell655	0	1	0	1	0	1	1
cell656	0	1	0	1	0	1	1
cell657	0	1	0	1	0	0	1
cell658	0	0	0	0	0	1	1
cell659	0	0	0	0	0	0	1
cell660	1	0	1	1	0	1	0
cell661	0	0	0	0	0	0	1
cell662	0	0	0	0	0	1	1
cell663	0	0	0	0	0	1	1
cell664	0	0	1	1	0	1	1
cell665	0	0	0	0	0	0	1
cell666	0	1	0	1	0	0	1
cell667	0	0	0	0	0	1	1
cell668	0	0	1	1	0	1	1
cell669	1	0	1	1	0	1	0
cell670	0	0	0	0	0	1	1
cell671	0	1	0	1	0	1	1
cell672	0	0	1	1	0	1	1
cell673	0	0	0	1	0	1	1
cell674	0	0	0	0	0	0	1
cell675	1	0	1	1	0	1	0
cell676	0	1	0	1	0	1	1
cell677	0	0	0	1	0	1	1
cell678	0	0	1	1	0	1	1
cell679	1	0	1	1	0	1	0
cell680	0	1	0	1	0	1	1
cell681	0	1	0	1	0	1	1
cell682	0	0	0	1	0	1	1
cell683	1	0	1	1	0	1	0
cell684	0	1	0	1	0	1	1
cell685	0	1	0	1	0	1	1
cell686	0	0	0	1	0	1	1
cell687	0	0	1	1	0	1	1
cell688	1	0	1	1	0	1	0
cell689	0	1	0	1	0	1	1
cell690	1	0	1	1	0	1	0
cell691	0	0	0	1	0	1	1
cell692	0	0	0	0	0	0	1
cell693	0	0	0	1	0	1	1
cell694	0	0	0	0	0	1	1
cell695	0	1	0	1	0	0	1
cell696	0	0	0	0	0	0	1
cell697	0	1	0	1	0	1	1
cell698	0	0	1	1	0	1	1
cell699	0	0	0	0	0	0	1
cell700	0	0	0	0	0	0	1
cell701	0	0	1	1	0	1	1
cell702	0	1	0	1	0	0	1
cell703	1	0	1	1	0	1	0
cell704	0	0	0	0	0	1	1
cell705	0	0	0	0	0	0	1
cell706	0	1	0	1	0	0	1
cell707	1	0	1	1	0	1	0
cell708	0	1	0	1	0	1	1
cell709	0	0	0	0	0	1	1
cell710	0	1	0	1	0	1	1
cell711	0	1	0	1	0	0	1
cell712	0	0	0	0	0	1	1
cell713	0	0	0	0	0	1	1
cell714	0	0	0	0	0	1	1
cell715	0	1	0	1	0	0	1
cell716	0	1	0	1	0	0	1
cell717	0	1	0	1	0	0	1
cell718	0	1	0	1	0	1	1
cell719	0	0	0	1	0	1	1
cell720	0	0	1	1	0	1	1
cell721	0	0	0	1	0	1	1
cell722	0	0	0	0	0	0	1
cell723	0	0	0	0	0	1	1
cell724	0	1	0	1	0	0	1
cell725	0	0	0	1	0	1	1
cell726	0	0	0	1	0	1	1
cell727	1	0	1	1	0	1	0
cell728	0	1	0	1	0	0	1
cell729	0	0	0	0	0	1	1
cell730	0	1	0	1	0	0	1
cell731	0	0	0	0	0	1	1
cell732	0	0	0	0	0	1	1
cell733	1	0	1	1	0	1	0
cell734	0	0	1	1	0	1	1
cell735	0	0	0	0	0	1	1
cell736	0	0	0	0	0	1	1
cell737	0	0	0	1	0	1	1
cell738	0	0	0	0	0	0	1
cell739	0	0	1	1	0	1	1
cell740	0	1	0	1	0	0	1
cell741	1	0	1	1	0	1	0
cell742	0	0	1	1	0	1	1
cell743	0	1	0	1	0	1	1
cell744	0	0	1	1	0	1	1
cell745	0	0	0	0	0	0	1
cell746	1	0	1	1	0	1	0
cell747	0	0	1	1	0	1	1
cell748	0	0	0	0	0	1	1
cell749	0	0	0	0	0	1	1
cell750	0	0	1	1	0	1	1
cell751	0	1	0	1	0	1	1
cell752	0	0	0	0	0	0	1
cell753	0	0	0	0	0	1	1
cell754	0	1	0	1	0	1	1
cell755	1	0	1	1	0	1	0
cell756	0	0	0	1	0	1	1
cell757	0	0	0	0	0	0	1
cell758	0	1	0	1	0	1	1
cell759	0	0	0	0	0	1	1
cell760	0	0	0	0	0	1	1
cell761	0	0	0	0	0	0	1
cell762	1	0	1	1	0	1	0
cell763	1	0	1	1	0	1	0
cell764	0	0	0	1	0	1	1
cell765	0	0	1	1	0	1	1
cell766	1	0	1	1	0	1	0
cell767	0	1	0	1	0	0	1
cell768	0	1	0	1	0	0	1
cell769	0	1	0	1	0	0	1
cell770	0	0	0	0	0	1	1
cell771	0	0	0	0	0	1	1
cell772	0	1	0	1	0	1	1
